Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,Cluster
1388,6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,1,0
50,7.4,0.16,0.3,13.7,56.0,33.0,168.0,0.99825,2.9,0.44,8.7,1,6
1369,5.9,0.32,0.39,3.3,114.0,24.0,140.0,0.9934,3.09,0.45,9.2,1,9
3254,6.0,0.22,0.23,5.0,45.0,10.0,122.0,0.99261,2.94,0.63,10.0,1,7
337,8.3,0.16,0.37,7.9,25.0,38.0,107.0,0.99306,2.93,0.37,11.9,1,7
4504,8.1,0.26,0.3,7.8,49.0,39.0,152.0,0.9954,2.99,0.58,10.0,1,6
3703,6.3,0.18,0.22,5.6,47.0,45.0,147.0,0.9938299999999999,3.09,0.54,10.0,0,6
4116,6.8,0.32,0.34,1.2,44.0,14.0,67.0,0.9919,3.05,0.47,10.6,0,0
2396,6.0,0.2,0.24,5.3,75.0,49.0,201.0,0.99466,3.21,0.43,9.5,0,5
1586,5.9,0.17,0.3,1.4,42.0,25.0,119.0,0.9931,3.68,0.72,10.5,1,7
2155,8.3,0.16,0.48,1.7,57.0,31.0,98.0,0.9943,3.15,0.41,10.3,1,0
502,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,1,0
1059,5.2,0.24,0.45,3.8,27.0,21.0,128.0,992.0,3.55,0.49,11.2,1,1
1730,7.0,0.25,0.33,2.1,21.0,17.0,,0.99021,3.26,0.45,12.3,1,0
1855,5.9,0.25,0.24,7.4,44.0,21.0,113.0,0.9946200000000001,3.38,0.58,10.5,1,7
3071,7.3,0.26,0.49,5.0,28.0,32.0,107.0,0.9936,3.24,0.54,10.8,1,7
639,7.8,0.2,0.2,1.4,36.0,25.0,83.0,0.9908799999999999,3.03,0.46,11.7,1,0
2141,8.3,0.36,0.57,15.0,52.0,35.0,256.0,1.0001,2.93,0.64,8.6,0,5
678,6.9,0.18,0.36,1.3,36.0,40.0,117.0,0.9934,3.27,0.95,9.5,1,7
2547,7.1,0.32,0.3,9.9,41.0,63.0,192.0,0.9964200000000001,3.12,0.49,10.2,1,5
127,6.4,0.25,0.3,5.5,38.0,15.0,129.0,0.9948,3.14,0.49,9.6,1,7
3707,5.0,0.17,0.56,1.5,26.0,24.0,115.0,0.9906,3.48,0.39,10.8,1,7
3853,7.4,0.33,0.26,15.6,49.0,67.0,210.0,0.9990700000000001,3.06,0.68,9.5,0,5
928,7.1,0.26,0.19,8.2,51.0,53.0,187.0,996.0,3.16,0.52,9.7,0,1
2532,8.6,0.18,0.28,0.8,32.0,25.0,78.0,0.9910399999999999,2.99,0.38,11.1,0,0
2821,6.5,0.39,0.81,1.2,217.0,14.0,74.0,0.9936,3.08,0.53,9.5,0,9
608,7.2,0.31,0.35,7.2,46.0,45.0,178.0,0.9955,3.14,0.53,9.7,0,6
3207,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,0,6
4036,7.1,0.33,0.18,6.3,94.0,27.0,166.0,0.99474,2.9,0.49,9.5,0,6
4369,6.2,0.35,0.25,18.4,51.0,28.0,182.0,0.99946,3.13,0.62,9.3,1,6
3373,6.8,0.28,0.6,1.1,132.0,42.0,127.0,0.9934,3.09,0.44,9.1,1,9
8,6.4,0.29,0.21,9.65,41.0,36.0,119.0,0.99334,2.99,0.34,10.933333333333302,1,7
3543,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,9.6,0,6
1581,5.9,0.32,0.26,1.5,57.0,17.0,141.0,0.9917,3.24,0.36,10.7,0,7
1886,6.7,0.24,0.26,12.6,53.0,44.0,182.0,0.99802,3.42,0.42,9.7,0,6
15,6.4,0.3,0.3,2.25,38.0,8.0,210.0,0.9937,3.2,0.62,9.9,1,5
1544,6.8,0.24,0.35,6.4,48.0,44.0,172.0,0.9944,3.29,0.55,10.5,1,6
1489,8.1,0.19,0.58,16.65,49.0,48.0,181.0,1.0006,3.2,0.62,9.1,1,6
2115,7.8,0.43,0.49,13.0,33.0,37.0,158.0,0.9955,3.14,0.35,11.3,1,6
3786,6.8,0.27,0.22,8.1,34.0,55.0,203.0,0.9961,3.19,0.52,8.9,0,5
3014,7.1,0.44,0.62,11.8,44.0,52.0,152.0,0.9975,3.12,0.46,8.7,1,6
1681,6.6,0.29,0.44,9.0,53.0,62.0,178.0,0.99685,3.02,0.45,8.9,0,6
3613,6.8,0.36,0.32,1.6,39.0,,124.0,0.9948,3.3,0.67,9.6,0,7
1750,7.8,0.3,0.29,16.85,54.0,23.0,135.0,0.9998,3.16,0.38,9.0,1,7
4326,6.3,0.32,0.26,12.0,49.0,63.0,170.0,0.9961,3.14,0.55,9.9,1,6
3536,5.2,0.28,0.29,1.1,28.0,18.0,69.0,0.9916799999999999,3.24,0.54,10.0,1,0
1399,6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,1,6
1104,6.7,0.35,0.32,9.0,32.0,29.0,113.0,0.9918799999999999,3.13,0.65,12.9,1,7
710,7.1,0.37,0.32,1.4,37.0,27.0,126.0,0.9918,3.19,0.62,12.0,0,7
4066,7.8,445.0,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,0,3
2472,6.8,0.27,0.3,13.0,47.0,69.0,160.0,0.99705,3.16,0.5,9.6,1,6
4148,7.4,0.16,0.3,1.4,64.0,34.0,166.0,0.99136,3.11,0.42,11.433333333333302,1,6
4569,6.5,0.33,0.32,1.0,41.0,39.0,120.0,0.9900399999999999,3.06,0.37,12.2,1,7
2539,6.8,0.28,0.29,11.9,52.0,51.0,149.0,0.99544,3.02,0.58,10.4,1,6
1528,7.1,0.26,0.32,5.9,37.0,39.0,97.0,0.9934,3.31,0.4,11.6,1,0
3057,6.4,225.0,0.48,2.2,115.0,29.0,104.0,0.9918,3.24,0.58,12.1,1,4
3995,7.6,0.1,0.33,1.0,31.0,33.0,93.0,0.9909399999999999,3.06,0.68,11.2,1,0
4469,7.1,0.2,0.3,0.9,19.0,4.0,28.0,0.98931,3.2,0.36,12.0,1,0
1846,6.1,0.33,0.32,7.8,52.0,52.0,183.0,0.9965700000000001,3.39,0.65,9.5,0,6
3354,5.7,0.23,0.25,7.95,42.0,16.0,108.0,0.9948600000000001,3.44,0.61,10.3,1,7
1444,8.2,0.15,0.48,2.7,52.0,24.0,190.0,995.0,3.5,0.45,10.9,1,1
2085,8.6,0.36,0.26,11.1,0.03,43.5,171.0,0.9948,3.03,0.49,12.0,0,6
1090,7.3,0.17,0.23,6.3,51.0,35.0,240.0,0.9963,3.36,0.54,10.0,1,5
3160,7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.9933799999999999,3.16,0.46,12.2,1,6
1900,7.5,0.32,0.49,1.7,31.0,44.0,109.0,0.9906,3.07,0.46,12.5,1,7
3147,7.2,0.29,0.53,18.15,47.0,59.0,182.0,0.9992,3.09,0.52,9.6,0,6
4331,5.8,0.28,0.35,2.3,53.0,36.0,114.0,0.9924,3.28,0.5,10.2,0,7
233,6.6,0.42,0.13,12.8,44.0,26.0,158.0,0.99772,3.24,0.47,9.0,0,6
2820,6.3,0.34,0.27,2.5,24.0,40.0,152.0,0.99095,3.35,0.6,11.9,1,6
3403,7.0,0.22,0.28,1.5,37.0,29.0,115.0,0.9927,3.11,0.55,10.5,1,7
3130,6.5,0.22,0.45,8.0,53.0,52.0,196.0,0.9959,3.23,0.48,9.1,1,5
3984,6.0,0.16,0.36,1.6,42.0,13.0,61.0,0.9914299999999999,3.22,0.54,10.8,1,0
3640,6.9,0.18,0.36,1.3,36.0,40.0,117.0,0.9934,,0.95,9.5,1,7
4019,6.9,0.28,0.22,10.0,52.0,36.0,131.0,0.9969600000000001,3.08,0.46,9.6,0,7
4465,6.7,0.3,0.74,5.0,38.0,35.0,157.0,0.9945,3.21,0.46,9.9,0,6
2497,7.5,0.34,0.24,3.85,31.0,5.0,34.0,0.99098,3.01,0.36,11.8,0,0
3554,6.7,0.3,0.29,2.8,25.0,37.0,107.0,0.99159,3.31,0.63,11.3,1,7
2637,5.9,0.27,0.27,9.0,51.0,43.0,136.0,0.9941,3.25,0.53,10.7,1,7
350,6.3,0.25,0.22,3.3,48.0,41.0,161.0,0.99256,3.16,0.5,10.5,1,6
2132,6.7,0.32,0.32,1.7,31.0,31.0,114.0,0.98946,3.12,0.35,12.5,1,7
686,6.6,0.4,0.32,1.7,35.0,39.0,84.0,0.9909600000000001,3.59,0.48,12.7,1,0
2529,6.8,0.27,0.29,4.6,46.0,6.0,88.0,0.9945799999999999,3.34,0.48,10.6,0,0
255,7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,0,6
3347,6.5,0.36,0.32,1.1,31.0,13.0,66.0,0.9916,3.1,0.46,10.6,0,0
10,8.4,0.2,0.31,2.8,54.0,16.0,89.0,0.99416,2.96,0.45,9.5,1,0
397,8.0,0.61,0.38,12.1,301.0,24.0,220.0,0.9993,2.94,0.48,9.2,0,9
4094,6.4,0.18,0.74,11.9,46.0,54.0,168.0,0.9978,3.58,0.68,10.1,0,6
4422,4.8,0.34,0.0,6.5,28.0,33.0,163.0,0.9939,3.36,0.61,9.9,1,6
1411,6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.9959600000000001,3.24,0.5,9.2,0,5
2913,5.7,0.26,0.24,17.8,59.0,23.0,124.0,0.9977299999999999,3.3,0.5,10.1,0,7
2965,7.5,0.38,0.33,5.0,45.0,30.0,131.0,0.9942,3.32,0.44,10.9,1,7
2777,9.0,0.17,0.49,1.0,39.0,46.0,131.0,993.0,3.09,0.51,10.5,1,1
3996,6.8,0.25,0.28,5.0,35.0,42.0,126.0,0.9904799999999999,3.12,0.38,12.6,1,7
4594,6.9,0.22,0.32,5.8,41.0,20.0,119.0,0.9929600000000001,3.17,0.55,11.2,1,7
1380,9.8,0.93,0.45,8.6,52.0,34.0,187.0,0.9994,3.12,0.59,10.2,0,6
245,7.2,0.4,0.49,1.1,48.0,11.0,138.0,0.9929,3.01,0.42,9.3,0,7
2022,6.4,0.23,0.3,7.1,37.0,63.0,236.0,0.9952,3.06,0.34,9.2,1,5
1930,5.3,0.16,0.39,1.0,28.0,40.0,101.0,0.99156,3.57,0.59,10.6,1,7
2885,6.6,0.44,0.32,3.0,95.0,13.0,75.0,0.98954,3.1,0.63,12.8,1,0
3372,6.9,0.36,0.35,8.6,38.0,37.0,125.0,0.9916,3.0,0.32,12.4,1,7
2668,8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5,1,7
2095,6.3,0.19,0.29,5.5,42.0,44.0,189.0,0.9930399999999999,3.19,0.47,10.3,1,5
993,7.2,0.23,0.38,6.1,67.0,20.0,90.0,0.9949600000000001,3.17,0.79,9.7,0,0
2052,6.6,,0.41,8.9,46.0,51.0,169.0,0.9954,3.14,0.57,9.8,1,6
3471,7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1,1,6
1168,8.0,0.37,0.32,1.6,0.04,32.0,166.0,992.0,3.0,0.55,11.3,1,1
3198,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,1,6
3520,6.6,0.4,0.46,6.2,56.0,42.0,241.0,0.9968,3.5,0.6,9.9,0,5
1747,6.8,0.26,0.24,1.9,43.0,70.0,154.0,0.9927299999999999,3.18,0.52,10.5,0,6
1394,5.1,0.31,0.3,0.9,37.0,28.0,152.0,992.0,3.54,0.56,10.1,1,1
501,4.4,0.46,0.1,2.8,24.0,31.0,111.0,0.98816,3.48,0.34,13.1,1,7
2167,6.9,0.19,0.28,5.0,58.0,14.0,146.0,0.9952,3.29,0.36,9.1,1,7
3326,6.2,0.34,0.3,11.1,47.0,28.0,237.0,0.9981,3.18,0.49,8.7,0,5
2337,6.9,0.4,0.56,11.2,43.0,40.0,142.0,0.9975,3.14,0.46,8.7,0,6
4166,5.4,0.27,0.22,4.6,22.0,29.0,107.0,0.9888899999999999,3.33,0.54,13.8,1,7
66,7.4,0.19,0.3,12.8,53.0,48.5,229.0,0.9986,3.14,0.49,9.1,1,5
4133,6.8,0.28,0.37,7.0,57.0,35.0,208.0,0.9973,3.57,0.55,10.2,0,5
2614,7.3,0.23,0.34,9.3,52.0,19.0,86.0,0.99574,3.04,0.56,10.0,0,0
3646,6.2,0.44,0.18,7.7,96.0,28.0,210.0,0.99771,3.56,0.72,9.2,0,5
1955,8.5,0.19,0.49,3.5,44.0,29.0,117.0,0.9938,3.14,0.51,10.1,1,7
1418,7.0,0.24,0.32,1.3,37.0,39.0,123.0,992.0,3.17,0.42,11.2,1,1
1842,5.9,0.28,0.39,1.4,31.0,,147.0,0.98836,3.08,0.64,12.9,1,6
1341,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,1,0
542,6.4,0.19,0.42,2.9,32.0,32.0,83.0,0.9908,3.3,0.41,11.7,1,0
1254,6.9,0.24,0.4,15.4,52.0,81.0,198.0,0.9986,3.2,0.69,9.4,0,5
1241,7.2,0.23,0.39,14.2,58.0,49.0,192.0,0.9979,2.98,0.48,9.0,1,5
1532,7.0,0.23,0.26,7.2,41.0,21.0,90.0,0.9950899999999999,3.22,0.55,9.5,1,0
83,7.2,0.15,0.39,1.8,43.0,21.0,159.0,0.9948,3.52,0.47,10.0,0,6
3423,6.5,0.24,0.24,1.6,46.0,15.0,60.0,0.9928,3.19,0.39,9.8,0,0
2011,6.9,0.44,0.27,5.0,38.0,33.0,166.0,0.99124,3.2,0.42,12.2,1,6
2703,7.0,0.32,0.29,7.6,25.0,35.0,124.0,0.9916200000000001,3.15,0.65,12.8,1,7
472,6.7,0.13,0.32,3.7,17.0,32.0,99.0,0.9934799999999999,3.12,0.44,10.0,1,0
143,6.9,0.19,0.35,5.0,67.0,32.0,150.0,995.0,3.36,0.48,9.8,0,1
830,6.7,0.18,0.28,10.2,39.0,29.0,115.0,0.99469,3.11,0.45,10.9,1,7
142,5.7,0.45,0.42,1.1,51.0,61.0,197.0,0.9932,3.02,0.4,9.0,0,5
4217,7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.9942200000000001,3.08,0.47,9.5,1,0
2205,8.6,0.37,0.7,12.15,39.0,21.0,158.0,0.9983,3.0,0.73,9.3,1,6
3603,8.7,0.31,0.73,14.35,44.0,27.0,191.0,1.00013,2.96,0.88,8.7,0,6
2512,4.8,0.65,0.12,1.1,13.0,4.0,10.0,0.99246,3.32,0.36,13.5,0,0
493,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,0,6
48,7.6,0.48,0.28,10.4,49.0,57.0,205.0,0.9974799999999999,3.24,0.45,9.3,0,5
1939,7.3,205.0,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,1,4
929,6.1,0.2,0.4,1.9,28.0,32.0,138.0,0.9914,3.26,0.72,11.7,0,7
3615,5.3,0.31,0.38,10.5,31.0,53.0,140.0,0.99321,3.34,0.46,11.7,1,6
2291,6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,0,7
2414,8.5,0.24,0.39,10.4,44.0,20.0,142.0,0.9974,3.2,0.53,10.0,1,7
4158,5.4,0.22,0.35,6.5,29.0,26.0,87.0,0.99092,3.29,0.44,12.5,1,0
342,6.8,0.28,0.17,13.9,47.0,49.0,162.0,0.9983,3.21,0.51,9.0,1,6
99,7.2,0.29,0.18,8.2,42.0,41.0,180.0,0.99644,3.16,0.49,9.1,0,6
2498,7.2,0.18,0.45,4.4,46.0,57.0,166.0,0.9943,3.13,0.62,11.2,1,6
469,7.3,0.25,0.41,1.8,37.0,52.0,165.0,0.9911,3.29,0.39,12.2,1,6
1178,7.9,0.22,0.24,4.6,44.0,39.0,159.0,0.9927,2.99,0.28,11.5,1,6
627,5.0,0.24,0.19,5.0,43.0,17.0,101.0,,3.67,0.57,10.0,0,0
685,6.5,0.18,0.48,18.0,54.0,56.0,183.0,1.0003799999999998,2.98,0.61,8.5,1,6
2548,6.4,0.23,0.26,8.1,54.0,47.0,181.0,0.9954,3.12,0.49,9.4,0,6
262,6.8,0.27,0.24,4.6,98.0,36.0,127.0,0.9941200000000001,3.15,0.49,9.6,1,7
2815,6.0,0.33,0.2,1.8,31.0,49.0,159.0,0.9919,3.41,0.53,11.0,1,6
3290,7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56,10.5,1,7
1673,6.1,0.3,0.56,2.8,44.0,47.0,179.0,0.9924,3.3,0.57,10.9,1,6
3151,5.5,0.17,0.23,2.9,39.0,10.0,108.0,0.9924299999999999,3.28,0.5,10.0,0,7
239,8.2,0.27,0.43,1.6,35.0,31.0,128.0,0.9916,3.1,0.5,12.3,1,7
2607,8.3,0.19,0.49,1.2,51.0,11.0,137.0,0.9918,3.06,0.46,11.0,1,7
1180,6.3,0.23,0.5,10.4,43.0,61.0,132.0,0.9954200000000001,2.86,0.46,9.1,1,7
804,6.8,0.28,0.36,8.0,45.0,28.0,123.0,0.9928,3.02,0.37,11.4,1,7
1284,6.8,0.31,0.19,3.5,86.0,30.0,130.0,993.0,2.83,0.44,9.6,0,1
2694,7.2,0.32,0.33,1.4,29.0,29.0,109.0,0.9902,3.15,0.51,12.8,1,7
1873,7.4,0.38,0.27,7.5,41.0,24.0,160.0,0.99535,3.17,0.43,10.0,0,6
2837,6.7,0.43,0.23,5.0,157.0,49.0,145.0,0.99471,3.17,0.49,9.4,0,9
4225,8.6,0.27,0.46,6.1,32.0,13.0,41.0,993.0,2.89,0.34,10.9,0,1
2344,7.6,0.48,0.33,7.0,24.0,14.0,130.0,0.9918,3.25,0.45,12.5,1,7
1111,6.6,0.58,0.3,5.1,57.0,30.0,123.0,0.9949,3.24,0.38,9.0,0,7
3311,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,1,6
2363,6.1,0.28,0.25,17.75,44.0,48.0,161.0,0.9993,3.34,0.48,9.5,0,6
4600,6.9,0.2,0.4,7.7,32.0,51.0,176.0,0.9939,3.22,0.27,11.4,0,6
1070,7.7,0.28,0.35,15.3,56.0,31.0,117.0,0.9998,3.27,0.5,9.6,0,7
527,5.7,0.14,0.3,5.4,45.0,26.0,105.0,0.99469,3.32,0.45,9.3,0,7
479,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,1,6
2896,6.6,0.26,0.36,1.2,35.0,43.0,126.0,0.9909399999999999,3.01,0.63,11.4,1,7
3281,5.8,0.42,0.3,2.2,35.0,26.0,129.0,989.0,3.32,0.47,12.9,1,1
1989,6.8,0.3,0.29,6.2,25.0,29.0,95.0,0.9907100000000001,3.03,0.32,12.9,1,0
653,7.5,305.0,0.38,1.4,47.0,30.0,95.0,0.9915799999999999,3.22,0.52,11.5,1,3
3737,6.7,0.46,0.21,4.0,34.0,12.0,88.0,0.99016,3.26,0.54,13.0,1,0
4431,7.2,0.32,0.24,5.6,33.0,23.0,120.0,0.99334,2.92,0.66,10.3,1,7
87,5.5,0.16,0.31,1.2,26.0,31.0,68.0,0.9898,3.33,0.44,11.65,1,0
2385,6.3,0.27,0.37,7.9,47.0,58.0,215.0,0.9954200000000001,3.19,0.48,9.5,1,5
3537,7.5,0.18,0.31,6.5,29.0,53.0,160.0,0.9927600000000001,3.03,,10.9,1,6
2327,7.2,0.2,0.38,1.0,37.0,21.0,74.0,0.9918,3.21,0.37,11.0,0,0
1095,7.8,0.26,0.31,3.6,25.0,22.0,100.0,0.99066,2.99,0.47,12.1,1,0
2102,6.9,0.19,0.33,1.6,43.0,63.0,149.0,0.9925,3.44,0.52,10.8,0,6
1297,6.4,0.27,0.29,3.9,34.0,62.0,140.0,0.9923700000000001,3.1,0.59,11.1,1,6
4292,6.1,0.18,0.38,2.3,33.0,28.0,111.0,0.98962,3.16,0.49,12.4,1,7
3101,7.4,0.26,0.43,6.0,22.0,22.0,125.0,0.9928,3.13,0.55,11.5,1,7
4455,8.2,0.35,0.4,6.3,39.0,35.0,162.0,0.9936,3.15,0.34,11.9,1,6
61,5.8,0.33,0.23,5.0,53.0,29.0,106.0,0.9945799999999999,3.13,0.52,9.0,0,7
1777,6.7,0.41,0.27,2.6,33.0,25.0,85.0,0.9908600000000001,3.05,0.34,11.7,1,0
2012,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3,1,7
540,6.9,0.25,0.26,5.2,24.0,36.0,135.0,0.9948,3.16,0.72,10.7,1,7
1140,6.6,0.13,0.3,4.9,58.0,47.0,131.0,0.9946,3.51,0.45,10.3,1,7
662,7.2,0.37,0.4,11.6,32.0,34.0,214.0,0.9963,3.1,0.51,9.8,1,5
4568,6.8,0.43,0.26,5.2,43.0,40.0,176.0,0.99116,3.17,0.41,12.3,1,6
958,7.7,0.31,0.26,7.8,31.0,23.0,90.0,0.9944,3.13,0.5,10.4,0,0
2313,6.6,0.23,0.32,0.9,41.0,25.0,79.0,0.9926,3.39,0.54,10.2,1,0
3928,6.4,0.2,0.28,2.5,32.0,24.0,84.0,0.9916799999999999,3.31,0.55,11.5,0,0
2286,6.9,0.24,0.36,20.8,31.0,40.0,139.0,0.9975,3.2,0.33,11.0,1,7
1880,7.1,0.24,0.34,1.2,45.0,6.0,132.0,0.9913200000000001,3.16,0.46,11.2,0,7
1306,6.8,0.27,0.28,7.8,38.0,26.0,89.0,0.9915,3.24,0.34,12.5,1,0
4524,5.1,0.26,0.34,6.4,34.0,26.0,99.0,0.99449,3.23,0.41,9.2,1,0
235,8.2,0.37,0.36,1.0,34.0,17.0,93.0,0.9906,3.04,0.32,11.7,1,0
3472,7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,3.37,0.42,9.2,1,6
4233,8.1,0.24,0.33,10.2,48.0,46.0,,0.9972,3.16,0.48,10.3,1,6
4022,8.3,0.15,0.39,1.3,55.0,32.0,146.0,993.0,3.08,0.39,10.5,1,1
1289,6.1,0.22,0.4,1.85,31.0,25.0,111.0,0.98966,3.03,0.3,11.8,1,7
1076,9.8,0.16,0.46,1.8,46.0,23.0,130.0,0.99587,3.04,0.67,9.6,0,7
1359,6.2,0.28,0.33,1.7,29.0,24.0,111.0,0.99,3.24,0.5,12.1,1,7
1448,7.0,0.34,0.1,3.5,44.0,17.0,63.0,0.9937,3.01,0.39,9.2,0,0
2712,4.7,455.0,0.18,1.9,36.0,33.0,106.0,0.98746,3.21,0.83,14.0,1,3
2801,6.6,0.21,0.29,1.8,26.0,35.0,128.0,0.9918299999999999,3.37,0.48,11.2,1,7
477,7.6,0.39,0.32,3.6,35.0,22.0,93.0,0.99144,3.08,0.6,12.5,1,0
2196,6.4,0.42,0.19,9.3,43.0,28.0,145.0,0.9943299999999999,3.23,0.53,10.98,0,6
210,6.2,0.29,0.26,13.1,46.0,55.0,204.0,0.99745,3.16,0.41,9.6,1,5
2899,6.8,0.22,0.35,17.5,39.0,38.0,153.0,0.9994,3.24,0.42,9.0,1,6
4205,6.4,0.16,0.22,1.4,0.04,41.0,149.0,0.9933,3.49,0.58,10.0,1,7
4214,6.1,0.4,0.18,9.0,51.0,28.5,259.0,0.9964,3.19,0.5,8.8,0,5
4009,7.3,0.51,0.26,3.3,0.09,7.0,135.0,0.9944,3.01,0.52,8.8,0,7
2096,7.5,0.42,0.14,10.7,46.0,18.0,95.0,0.9959,3.22,0.33,10.7,0,0
1625,8.5,0.15,0.49,1.5,31.0,17.0,122.0,0.9932,3.03,0.4,10.3,1,7
1714,7.1,0.2,0.31,6.85,53.0,32.0,211.0,0.99587,3.31,0.59,10.4,1,5
4139,7.4,0.24,0.26,1.6,58.0,53.0,150.0,0.9936,3.18,0.5,9.9,1,6
3019,5.5,0.31,0.29,3.0,27.0,16.0,102.0,0.99067,3.23,0.56,11.2,1,0
1834,7.1,0.36,0.28,2.4,36.0,35.0,115.0,0.98936,3.19,0.44,13.5,1,7
2112,8.1,0.17,0.44,14.1,53.0,43.0,145.0,1.0006,3.28,0.75,8.8,1,6
3284,6.0,0.19,0.71,1.5,152.0,9.0,55.0,0.9927,3.12,0.46,9.8,1,9
3230,8.2,0.23,0.37,1.3,42.0,39.0,117.0,0.9928,2.99,0.36,10.0,0,7
2070,6.8,0.12,0.3,12.9,49.0,32.0,88.0,0.99654,3.2,0.35,9.9,1,0
1807,7.1,0.27,0.28,1.25,23.0,3.0,89.0,0.98993,2.95,0.3,11.4,0,0
1766,7.6,,0.46,14.7,47.0,33.0,151.0,0.9970899999999999,3.03,0.53,10.3,0,6
